,order_id,customer_id,customer_city,tiempo_entrega_menor_8
122,b01875821b8dcb6abc61776f0f971bce,818596f5b68adfe2c11498ebb6d39e02,rio de janeiro,True
125,5447160f15621601fa9ba2b94f4906b3,9c338ea8093192e203bc16add78c123c,curitiba,True
126,01855f880aae9a984c7c33b26fcf2e02,2e068340b3037f667ce3224bd59260af,sao paulo,True
129,b16cec67cb3f5a4bb31abe8988b43d19,62ffae18a7ca4b2e681c6296180ae346,rio de janeiro,True
131,8eeda294fab8a5ed70259afb59a10ff8,6feea03756fd7ef4fb37d8f7e44aaeb9,curitiba,False
132,89165e6d4c28047da0adf13ac8b3e1b3,4924a47e8cd5630b3564e26fac55c5ec,guarulhos,False
144,95cf9f239f724799131f7ca949209bd9,7251aa758779438faea714941f1051c4,sao paulo,True
145,04a59fe46fc5aa341da5378c195ed53c,2d8748fb35d51c2fd273ee67fff78b7a,curitiba,False
153,cefa8ee1540139ac77fa0c1b4ff1f04b,3b9388d1014c8090f77595c5e9f2ce94,curitiba,True
156,556bbf53c2c22fbb9ef31a414dd444a6,5883f965ac70043c2e908c3657c5d548,brasilia,False
162,663830a477534735bbdec9de01113fa2,c1ddb7521d14db9071dccad0a94305c2,sao paulo,False
163,b2f3763408103bc7173bb36ed02dbeea,d0e6cb83a3fc27f56be011b2941f54c6,belo horizonte,False
165,93ec3e2c9a4beee38c28973d307093e1,330ca6b207006779da875ef48faef608,sao paulo,False
166,5561adcb0fd46da4cad3048fa4e7fc00,819b0aa9b717f6d78c0f72211bafebe3,sao paulo,True
171,232b75e8b6faa6ca2063184414e634a7,0a11cb0fb65032da800b780afcc1a1b7,curitiba,False
174,58ac1947c1a9067b9f416cba6d844a3f,ee8e1d37f563ecc11cc4dcb4dfd794c2,sao paulo,False
175,ba4ddff2b9082f079de9a84d7a5605fd,fbfba770bf13f470f63d1854a765a2d3,sao paulo,True
176,75351e48296ef42211a0b80c427aae57,cf9e2b07f78cce347089900f49fb4746,sao paulo,False
178,775130c792f4c6460c63162e994a1114,d4cd9729eeca5306a2c039fe6e55601e,curitiba,True
180,5487a8ac1699754d975f853ce8bb9321,a51b373c427132a77b112ca10f502c4f,sao paulo,False
181,00571ded73b3c061925584feab0db425,3c628393675b42c6b5ef89461f68ecef,belo horizonte,False
184,b6b3633f97c686d8e188ac6fa29ff20d,8d3d362741da05c706eb55001bdfa1b9,sao paulo,False
185,37e32b54f25d2472acbc642f7e539a36,0f5b40f9925b49675464fb74869c6547,rio de janeiro,False
192,6fa204b6cf6dcfe6c9adca7dc53aa32a,56dfafb543cfa4c2edcc08b9b2c5f0c6,sao paulo,True
200,37d6c8f1b209eab8d1b6522a1a3e4d88,fe4b93d8b5d38fc72f20a95f93511cae,sao paulo,True
206,b616f638cd86d92c7cbd06cf7484ee34,8458f7ae02bda5950ce48c01a720559a,sao paulo,False
208,f90202d14e468090464aeb4b1f0372ab,d4c5a2a1316f738e72e179d6bb3b6d8f,sao paulo,False
211,22d17396ac4c177e0ea83929cd4f845d,a8b396cd7edcd4340e02a07685084cd6,porto alegre,False
212,9ceb8ab5165cefecdddb546cb5a6362b,eb1c0e1ca3e17eccaefb7f0d4dc659b1,rio de janeiro,False
214,d493148aa5f8d08914d29ec0524e1196,d7b9004ff34610bb3451b130ee2bf38e,sao paulo,False
218,b88d7ae9bd78eac18e8b6ceb04695fb8,6dbe3c4683c66130a8e242bf4bb218d9,rio de janeiro,False
220,c82a457d646f77c8f151e12a3e517ed2,c178d6d544925594fafab0ba493cd645,campinas,True
228,38c4ae942b818085578157aabd4abf9e,c0cc17e4ee16598f33ce7ccc36e3b4d0,rio de janeiro,False
229,f175d67589e059cbbda956f10f0702e6,a4555d257db29ef5f838cec4101c5208,curitiba,False
231,7835af1856de332f2f3c9204b740a3a2,d1b370c90ad7dacb840010a6e89c7e89,belo horizonte,False
232,507240e305d631056d7ced5d5ab0eb9a,5cff2efe34e8e604619520cc86201235,sao paulo,True
235,7156f3e0b94405abcbad1a8c94557338,5134baea6a4f11251fc92a2f358dfb4c,campinas,False
241,955e2b622db1a1f4031ef035ce9a861f,8d0c2ae2c7b532f0e90bdd06bc9a04b7,sao paulo,True
242,cf8f7b73e35cb19ff895c2f45c1ded72,2d9cd6d6d59bfd360ba595e45d097409,curitiba,True
253,f419e615bbdeb34741d4bdd661ff8599,271f76c70ce217ee656713b99097eaef,porto alegre,False
254,c10ff28c81d0b9bd2a265bb0836c8b0c,05535d34af5324aaf6988e1d890a0d6e,sao paulo,True
257,86e574a0701d15590bf31783bc7de5dc,cacade100f1ef4bb325438538d726a76,curitiba,False
258,fb9b2930f4a30f96c7cc98eaaa85e5f0,02ed2cff54eb047cdbe79dd0535945d4,sao paulo,False
264,56bd45163229b35ca0ab490c1e3d3233,f8975f0842ae1e4670a410a02b1b5053,sao paulo,False
267,f93af565de05d2427790ad8d0368a80e,abd4fba77f31f5efdc766a09851e4da3,sao paulo,True
268,3f3913e8c7fd221ac82a34ffa20b93ee,a9c6cd6cf9583fa5820d55c21238f78e,brasilia,False
270,7107c5823a581db0314f8f0fa95f61e7,2368e38c19fd581f0953057716cad811,sao paulo,False
275,c4d2f075fc3bf3a06d1e68e113c35cbd,aa6edca5d83d4c8e9a2262b9847febd6,salvador,False
282,884cb4ce4a06390d35206de06f785d13,d19813c8754cc82d0add67df8bd8a38c,sao paulo,True
284,c0aa0e99afe6f6dac845326a854690fd,316540a76ab1fe860a9cddf7f2f6717a,guarulhos,False
290,8373f5d7df6d9249999fd38f8513e6d7,690515766f9073c82cc07cfa11c4fc11,sao paulo,False
291,4570fa83dbb31a563e06db0a554b951e,cdfe21141f5df77ba0fb20bef6621a9f,sao paulo,False
301,4906eeadde5f70b308c20c4a8f20be02,4e7656e34357b93f14b40c6400ca3f6e,rio de janeiro,False
302,ae17bb94dfb3eaf396cd393eace1de80,9cd169cea5076bf383e40a261d7b7142,campinas,False
305,aa466a92af916f9f68e56fce7d3a21b1,2c5491a76ec0a56db58282ea7ae70617,rio de janeiro,False
307,31ef15cb5a3faa4df17e96b09cd8c1a1,19c6be9e0d7588d54ad848d44abeae95,brasilia,False
312,ec1fc57b72a7bbe5b32f9c606510db76,559f9d302aa523b2dd718e956f248db5,sao paulo,False
313,16c24987724018f73b746aacfbb5f8e8,ffdc2af7160aed3bad21cbc8ec68c0c5,belo horizonte,False
316,bbd64b019b5ea3ed83a114cc665328ff,3e87356efef361b40b30fd699f9e5638,campinas,True
323,a7076e7aba13de8b66d95a55811290ed,1ae196062dab95e434e781a5319f0ab9,sao paulo,True
325,6f5a2dbe5ccce73a9d053a542baabd1c,4d6793a25de1f63ca63869c6cd4b7b1f,curitiba,False
326,66f6b3a33b0339acbf55dd71977c4293,282d52f23f7c0ece9340d411c4d2cdd9,rio de janeiro,False
330,ac64f79a33bfa575fc5a17e7926df3d5,51a8d592336a414fea21f12534b0f797,sao paulo,True
339,0b0f3c7a9bcb6ad1fccab28f9240da6f,7bb3b0d45b4e1a13cd914e4a135e6bd9,sao paulo,True
340,65f78a0e1f8b80c4f6d8d5c6073b8601,1910935b7377a45bca463c844d7a071e,sao paulo,True
345,6cc4eb51469dec50a6130fe1cd07b7f9,a207382f0f563c1f430ef732ade9d9ff,guarulhos,False
347,0341b60065c49221a27293793f11b117,cf4604a56d4e374de013f1ec35280d00,salvador,False
348,25ebb07a1069a75d3cb9baf0a94f22d0,d76dc2ed3d9f58905f39deea067fd40f,belo horizonte,False
351,cf0ac4e12ad66c28302fc103670222fa,70ab5e994ea383619a19687837eedbbc,sao paulo,True
354,2728209b1b0553533bce4afc52716b60,8e2e23cac1496c337274b16fb7d57886,porto alegre,False
355,b335cf4d393acc627b82e83b3b3711fe,47c42b50ab59928b531c450e672ce223,sao paulo,False
357,6f6665c1d76e55561978ccb45bdcafc6,12ae89712aa5a178c22147486d3cd310,rio de janeiro,True
361,141ad0192cfa16174e4fd0a1a7e7ba4a,00eb2bf26ade27447b6532561c6a402d,sao paulo,True
362,e5d931ebd7214cd492fff71fb6a2aeff,f19622365d4c40c686c8ca3bec559e48,rio de janeiro,False
363,7842147864c0425541edd55923f3c0f1,218874412ede29f4f2cf826409ad90aa,rio de janeiro,False
366,77af7c6e42549e58f42977d5be538d0d,fbf8e675c5adcf8c482b04c517814924,curitiba,False
376,05387d537bd2e5027aadbfb6a5123e4b,1fc77bb785f297743a18fac02b30de62,salvador,False
382,38c1e3d4ed6a13cd0cf612d4c09766e9,18c934f4cdc994cd04eb13bce3f47a18,sao paulo,True
384,409e4a6eadbdc33f16ccf0bda01eec1f,0e8ada3654b94e0d569b44233db3c9dc,brasilia,False
387,bb27f9e70d5cdc66d0c616aee3dbb387,225743267e630cdf226d130d80c4aa5e,sao paulo,False
388,b60b53ad0bb7dacacf2989fe27ad567a,2f9902d85fcd930227f711cf47012bdf,sao paulo,False
389,db0d194c127a36909de3bda3edad30bc,33bfc91146c9eea42397a0430585ee59,sao paulo,False
394,dcbd516c0f39081a5e542ef76bbc3fe4,75932cfd72b87bd6079cf17786726807,rio de janeiro,False
395,c2215076050fa358934105b15c34cf3b,19e7a88b34ef70d108e660c6eb33e82a,sao paulo,False
402,d62387acb3914789e712406e9882e549,ad4da04c9e20699c6ad1843af39846d2,rio de janeiro,True
404,b693d6c35867fa1937455e04f2547df2,eec909ab0da04f0d3e92f898c6994d37,rio de janeiro,True
405,0f9dc92df0635605588c51ec2e4c58a0,4f31c34bf33334525417bab91b4794da,salvador,False
406,8efc076145638bcd5298053ddde6ff0c,faa299ecd22a2998858efc7cb87011bc,sao paulo,True
408,418764469a9e73f76f56783c1863bd05,b3c3c1b58dad3d55671825fe3715321c,salvador,False
411,bb3b61a129aba9eeb10bb81a4770f3b1,e986427e3d822269e0b7e998d86cf267,curitiba,True
413,0ac645ddb846d1373321decb39c9956f,46d8521966b3f64cce626dfc6b655d1a,sao paulo,True
415,cf18c0b77059499a99818871229ab994,d21eee9c29efbbd504b464caab82b5f1,salvador,True
416,d977821da81b766c90bcd3351f0dbf19,5295c0f1f2053aa636bc034c2a85ab44,belo horizonte,False
417,5c1f2bd7eff419c165428371164d750c,ac4e328e156057d602bb4d7b146d5468,guarulhos,False
422,bba5aa837be7e597e91c6ddedf604cd8,94e56a6d6f8b3e26ad64c605e67b48d2,sao paulo,False
424,664c5e57eb8479a79caeb79fc79699ca,d1460df3c5915f60fcc35d265ac392ea,rio de janeiro,False
426,faa911f9ff46e53aedc9408c5d6a24ad,77dccd21b005b20fc1f1418c979ca354,brasilia,False
427,72344ea1113e3227494c465a64ae58aa,99907dc980230daa7bc0c7e6fb0b08fc,salvador,False
428,b3fb87dd5ffb58351fd40c4f9fe03cdf,156a795ddee88514dace920fe888c46e,sao paulo,True
432,86f408a9212aebbcddb41c1e8c65ebe0,a81e8424b6bfd433cfef8d7bcb36b26d,sao paulo,True
441,b34523b3a1e3a1ad856985080738c879,62d788fe5abe032aad2a3e5ce86b37c6,sao paulo,False
446,580c882a5805c78546ea65ec6d3690e4,a4f6fc82eefc6a54376eea73b27df682,rio de janeiro,False
451,a87f63f16c37c383775f476c6f22b635,fd673a07896aec385c5287234605f166,brasilia,False
453,ec3d63b91b19bedcbe453ea0df14dd50,379792aa619482a6545bd1db3905ab2b,sao paulo,True
456,f847298c3beb552989d31c5f673da6fc,c2ea1149b67ac4b480ff15b3b31110ee,belo horizonte,False
460,267e5fff0e80197e6553c5596ed81dbd,e8f72a39e55da80935caccd9abb4d831,sao paulo,True
464,32e4fa9bb468884309b58b9348de70c3,e54367d4b00c5cb76d2dfe71b9bdb89c,sao paulo,True
466,4df92d82d79c3b52c7138679fa9b07fc,ba0660bf3fffe505ee892e153a2fbd49,sao paulo,True
468,142ac5357e541e5881d26fc5eb5f3754,660c817af06c2d842014a12d5871c1f9,sao paulo,False
470,9d48a2dfef2e0cb6155f816b9bf8489c,c4e12dfa6412f54cb99c38787dca987f,sao paulo,True
476,b417d44c131fe6470b3226c7b59f6a8f,82f6d48ad3a75669934efe3988ce9b25,sao paulo,True
477,f049e19134a95d09c806851a5ea1872e,cb1b31ec399f6183dee790a4c349e712,sao paulo,False
478,e5d48f5d3719ee190629a850e362dc57,1670832aa0263adfa1337adf89530561,campinas,False
486,33209e0f87b2ed543a0876812c9c5c40,bab0c43a2325bbc9ea398b00f8db0717,sao paulo,True
493,9d513821c0477231fc7c1bfd684d13d8,00a6e2753fc2652cb87386ffbf5792b2,sao paulo,False
495,cf3d593f97ce4a58adbd6b488579fa36,4156c48bdc8d1ecbfbcfabfefee2d0c7,sao paulo,True
497,65d7e9625cc211f641191203e231ac24,08999a20d9741d9513c368676f5531c1,rio de janeiro,False
498,ad2b0f4fd912cd3c834e5976c46b75b7,a942d13c8e40155ee446ae0909993bfc,guarulhos,True
499,c432ba5b3bb83966c1b66696c395a2fb,973e21d9b220229aedc9ac566294568f,rio de janeiro,True
500,62fe29a53926ef67e73c4b5f3e1ba6f3,fda187c74a59672dfd4c786231565791,belo horizonte,False
501,769cad60df1d40dccfd5ec163be24654,ce0518f0279ef8b73d94633720e70b9f,campinas,False
503,40ef667b4259d5f521a0fd1a093d0415,bb8bd97c39739129411746c4ca7c754f,guarulhos,True
507,626e4ba4ac663dadb68a6fe4b0d7b8d4,6b9aa554bd8240e377eb1aca688e6e39,porto alegre,False
510,18d686f1bb1270182c646fe337459d79,bbf7be5b7db9baf4509ae4573c8570b4,sao paulo,False
511,93b82c635931ca55e5d20e0d095507ce,7e22aa38ee8f6869c7efd3348b63be3d,sao paulo,False
514,4fe2fd5509bca02cbd39aa5b3eeb2a8f,c5064807abdc55acd37860160154ed1a,sao paulo,True
517,b65067f5a1e9e4aea30dae0dc505119b,cb1d99010eebd5ee5b64dc9e37caa9d4,sao paulo,True
519,eafef0e6c44f121531569a69a318c3b3,084dab2db2bf5d42677b135e633a15ba,porto alegre,False
523,64a9f2b487f66506d463ca18152280e8,90714b0e62fe1fbd304fb45fd644ebdd,sao paulo,True
525,6d46f8b7f485ad93146f9880682d4eb2,ed91cd9ea6e333288382a4adbefaffcf,sao paulo,False
529,7753606fb1d0067848f8a1a7ae5abefa,5c4a6f6b98ec2d780b10f1cc88ef208f,sao paulo,False
530,3606d0126c19d4197f835572f5162c20,366e99a4996b3f8f781b60d7549f9e38,porto alegre,False
535,3480c6733692db0895d7f240dc18d9d6,511565b2987c19e165331306886f10f8,sao paulo,True
537,7845a2492ab1b4f2cf3d56c7b8da1446,386e96046ce0e77e5c9a9a4e818da93c,curitiba,True
541,f9fe35b6ddb4b18faa9a9a683e20eaea,3888989235e31a1848cb782a04a14334,curitiba,True
543,cfa4fa27b417971e86d8127cb688712f,7093250e1741ebbed41f0cc552025fd6,campinas,False
547,3acf8c12de0c5a31ce57671e97cb48a1,3c74489596d98affbe4a9388a39bf482,sao paulo,True
555,825c221a4e981f278e9c5ec6ead83a3f,933bf00ad9a4f8bfd36bd85e09bd6cba,sao paulo,False
559,4b81496f1e0fd587a7394ba1e1b8aebb,ea0b7ca96e72354232c17d72b8bdf66d,sao paulo,False
560,b3e2b81932a8bc32dfffd128937c3c5e,cb633030180d869d7bb76aa783a78b6d,sao paulo,True
565,b8bfafcbe46deea4900feeffb2d6afaf,73f826bc89f03a161feac9beef6ed964,brasilia,False
573,4efb9f3d8ba57d35f9f884744e757265,b1daab0190e21f1b1702791e68fcd940,belo horizonte,True
574,f4b76dbfe0f911217da5adaa458f5b5b,c2d9ace6123e42fa913bd6fad131bf09,brasilia,False
580,186d50e82bb60fc547f3dbf7aa6f6f8a,ff0a44202beb5310644a0ea439973f4d,sao paulo,False
581,2042abeefae68e63a8aa30edd4b0eb48,a37a37235d7b3be3e2f95747ca589bda,sao paulo,True
582,f9c8a2771f663e15460ae6ba93205354,de6878ac6d0e66c06927865e86f28f60,sao paulo,True
585,a98012aa8c697f2bcff9f8c2183e0f2b,3e337c99e0f5ff7ba9a4b98fbf7412fd,belo horizonte,True
590,9f2da077d2d1eb6e8abcacef8776e941,2386792ff4818fe030a3b1364994f51e,brasilia,False
591,b92fa055c4f004d4ae52eccce4efbe5f,36d3a1fdfe49d86395c631a7ea4dea63,sao paulo,False
596,4630b9ea86d473a936d6dd589cee8b22,5b6e97fea8528cf0060d86dbd82f9c4a,belo horizonte,True
599,21fc1ff2a7ed8b2ec6ff62ac18d7a1b7,08fe63b02e7e846c85b8a49b9fd540d9,curitiba,False
610,c3716204ec5bc2bc5593bee858279148,99ae056139c928155fbb6789440c8824,sao paulo,True
617,22bd668810988f93e2c335459e72a312,314675b44a38443e4ba09ab0f462c8c7,sao paulo,True
618,9a886ac42ca6eb5571fbdd1bdd8be02e,c7f920a7b4aed73af416b5fa6f5c5584,campinas,True
621,d2741de337666d1bb01913f415e6643f,cb1e2bf26acb98ef66bb11447a218cc2,salvador,False
623,d30680568af2e9f0aeba3420292df26d,8eb5e45df7b0f27cc1a3b7ba46219180,salvador,False
624,2d8f8f85abccae68275f423d878f2b7e,8ca53db6e60cffad03828535d1fcc1a2,belo horizonte,False
631,41de3b8bbb80e2cc80c8d446a752d2fb,0df487c45aada9cfdf07f6876f970af6,sao paulo,False
632,be82da060fda4b85c7fe6ea6512f67e8,4a2d2e5f1e7d78c701d998b92fe72bd7,sao paulo,False
635,e6c3435aca88a50c893f06b6b13e9242,0dae7978fb6595f295dd3fd9ede02cda,belo horizonte,True
638,2978901accabf6eef42711d8133a62f1,6248396b64eb57dc8522ecd345312daa,campinas,True
643,e2676f5f513bf595fcbd506999db7c26,99f297c1c95e0dda633b7e584ec2a4f3,guarulhos,False
644,3c9a3ff1e41cb58bb8a24ae6f6eea080,e413b51d04fdbe619c2cb28cda3046d6,curitiba,True
645,a4b79dbc2ad1b141dcc00a17f2450a11,6a3dbc73fd55e0c6ecbee56656482225,porto alegre,False
647,acbe07f22f29ad7e5a78f30008cc6ec7,b4afeb58ac51bc903c5362286c6a5cfe,sao paulo,False
650,6f36c999f8ef8d1a3a999079a5b637aa,ac055528f5a69cba5e02d73ad1ee9a74,campinas,False
653,14d68c5b215a31950340dc9cb3f73efe,f6f80187601754d61deb547e6d5b5a06,brasilia,False
655,446e20f85f1b9cf552376d6f31c983b2,db6505328f042b7f4fae7d80f3b0515f,sao paulo,False
656,6ccac061be472c84db514aca9acd26e0,ae2164e850f39dce431cb74974daa355,sao paulo,True
658,555e4d40fb6beea866d46eb6a5a01b41,d77e4c0bfd0085b029605683a846abca,sao paulo,True
663,ee3fad68d0f56d60e91a2363ec879e44,aaaa6531d040b9cef69bf13af9be2fd6,curitiba,True
666,3d34d8e3ea34d73617a75deea86ced48,b89010d4a6acaa06d4ef89043869838e,sao paulo,False
668,2d9ea2efa410b1efd6bbd47d126819b6,3a3fc10a053a684ea7b581c82916e794,rio de janeiro,False
669,9f2ff91a3b8c4c34b7847c9c68971cfd,623438e09482cf7300ffdf9b95ffd9dd,sao paulo,True
672,794f771a39b24c7c47aa9eb198f066ed,661652a4ba9255d6a913c339ee78d5bc,sao paulo,False
673,75d4b0b71e66d09b6070bd54c61e20fd,88196bd808ae8abe1b944efe1807b508,sao paulo,True
678,1b99333d39cf95f48be3864b2e1e88b3,01b2ab1c903b4ecd0442a3ce48d89caa,guarulhos,True
682,54bc2449fbe0368b74470e4280fe494e,bd2215daa338b34c697773ceff4e013b,salvador,False
684,d5211af24819d319c02a285e7bb51750,a6d8c2fa92836346256c28d885d9eea0,sao paulo,True
688,0daf1f0e67b534ad873ba61c5d6ad7d3,1681471e9172d7e12ba08e9ac9e8628b,rio de janeiro,False
689,234c056c50619f48da64f731c48242b4,44e460a655f7154ccd9faa4dbbbaf68a,guarulhos,False
692,bb2dfe6031f35f7abc9a3c7dad5e4467,01e0d4fb731e6ee47df3f3f179cc0a0b,sao paulo,False
696,bfafa269a969ef03e5db5dc7d7a72471,062328becf66582e5849b4f2b364b143,sao paulo,True
706,cdbe906438125d1d5bf88bb289f8ed61,af684ccf558442d5fa8d9daa7456ac76,sao paulo,True
708,e9280658289b5c5215dcc3b7183c0541,74bbe1a0e4f06bd62ede6b5f239bfb0c,rio de janeiro,False
712,d3ca7b82c922817b06e5ca21165c5ea2,d23df2c6c3e51d875f458d123b2b3c90,sao paulo,True
717,0d5cbb8e4c1c7a7fc26899126197a6b9,6ca4c791dfb84fbc05cbe68d7d7a95be,sao paulo,False
720,e91398c99556f8519e116e6ca4f774e1,e71b7daec09cf1f42e8764868665e5b0,curitiba,False
721,7d219bd2feeb13ad311a00db33c06a3c,3740f4d0edef80f567eca55830ec9e8f,sao paulo,True
728,1a4cc55b483d875e3b8bbd64a1b31bba,1a3fcb72ec1f37b5385e08237a40409e,salvador,False
729,58b198357d2b68044f885a370a585ff3,8d7cf6fc4668c48859673a8e0fc8fa6a,guarulhos,False
733,f3c916d220c67cd493a09b5bb17bfc23,25175de148ab2040aa6fe34ca5eb0d15,sao paulo,True
734,ccd7d6d23c5d29de6367dd5332aab16d,0ff9dc143472cb3ff41b9ae4a058b421,campinas,True
736,49e76d6a1b1f9ff4d04f85b2304ad378,c1055f5a8a55684492575d082da04127,rio de janeiro,True
739,d118d545516947d2d82fda28e9d631af,8918dedf08a051aff27479246e74a5bd,guarulhos,False
741,1d5b194c01e762aa59a47ae8dca7199f,e5b2dea74bc86ced6b86f103ca99bcd9,sao paulo,False
743,7209ce21354cff1e1957b42ea0a76cd1,d2000bb65d12d7c93b7e27e6c961757d,sao paulo,True
748,bd5c9d506fee7419ee3c669d0123a067,2f005421793ec9f86d5d654b8af675e1,sao paulo,True
749,1f69e4870ffb8313df2fef3df0af2718,ff20530ce012df37828978c25f3dacac,guarulhos,False
753,fbbd2907c49e21c3c105257b12772380,d177bd6051d525711221cfe59b43aa3b,sao paulo,False
759,fdbd371c335ecb94ccb8a65c37d8ebba,021ccba47cb1118dfba3213180ffb44d,sao paulo,False
763,61e7365ad2e2ce5a3dbf650586623b7f,884e5773f9ec5902aec38d330c7daa7f,brasilia,True
765,4ef04edb491b8cc23eabe782ced6715c,5db7793e5ba9211bf9e8176cb8bb3ecf,sao paulo,False
766,af500adf58ab55b8bdd27be8cf81aeba,6fafe51f43d9aff93174e020cd452f66,rio de janeiro,False
767,ca0400dec2c292340c373e63b1c2c597,2c8be64d4c648b0bbf8412c53761ae27,salvador,False
775,df82ea7ca7f0f799161e0fd92c3ab96a,8f121fde1f03b4865ac871202143016b,rio de janeiro,True
777,b23b43e19386862a7c0aaa27c80e782f,86de6692e6fdfad3c3221414dc73d4a9,sao paulo,True
778,5f674c43ef69fe052df34f1519f7bc12,62c4b72afa074a0214ebbca36c89cbcf,sao paulo,False
787,802ee584365ed44c00f4207fb17ae67b,e66e06fdb34d8289533411b7061d19b0,curitiba,True
791,746347ecc5cc9cb88a346545608fb635,16110c3e157d455044ea08de22990cac,sao paulo,False
798,4f38a875c972c4803a792f62b999b4cd,00f73459a4d3be97ff307dc869da0aa9,sao paulo,False
800,1d767ef13195f2cb3337b6b077e1f752,9deaacc2a9d6b105c1e27790708843b4,rio de janeiro,True
